Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2020-01-01;1;14602,075;6759,338;-13,300;76,887;8185,025;-770,088;451,263
2020-01-01;2;14053,125;6417,150;-12,863;75,700;7933,488;-732,563;451,288
2020-01-01;3;13563,775;6193,225;-13,838;76,750;7963,450;-1017,200;439,563
2020-01-01;4;13111,763;5836,988;-32,625;77,238;7869,338;-880,213;320,613
2020-01-01;5;12942,725;5735,763;-157,725;76,962;7770,013;-749,300;348,625
2020-01-01;6;12969,750;5731,725;-251,575;77,150;7824,513;-678,000;347,900
2020-01-01;7;13124,850;5786,038;-375,188;78,987;7813,788;-464,313;368,638
2020-01-01;8;13035,925;5974,300;-423,538;78,813;7641,313;-682,813;533,188
2020-01-01;9;12978,088;5752,813;-424,013;75,588;7688,488;-567,688;534,163
2020-01-01;10;13482,563;6007,438;-363,625;76,163;7778,975;-470,338;533,675
2020-01-01;11;14094,813;6015,863;-205,075;74,337;7941,950;-197,950;545,538
2020-01-01;12;14645,188;5998,125;-131,325;75,588;8167,050;-87,925;701,213
2020-01-01;13;15126,638;5943,300;-9,200;79,887;8281,313;122,313;787,550
2020-01-01;14;15676,050;6221,275;-9,425;75,762;8391,913;196,413;876,675
2020-01-01;15;15778,700;6377,725;136,488;78,600;8382,813;188,500;838,025
2020-01-01;16;15864,663;5951,000;62,963;78,087;8380,188;557,563;983,425
2020-01-01;17;17042,988;6856,213;272,500;76,688;8510,250;544,800;1139,738
2020-01-01;18;17353,363;7742,813;399,538;75,312;8809,413;-334,100;1143,475
2020-01-01;19;17432,138;7752,100;356,813;74,088;8933,613;-388,225;1144,013
2020-01-01;20;17496,413;8018,050;314,400;76,000;8768,175;-423,400;1144,100
2020-01-01;21;17222,500;7670,088;198,250;75,275;8499,350;-38,563;1102,650
2020-01-01;22;16506,925;7172,138;28,200;76,362;8335,025;150,300;862,325
2020-01-01;23;15782,588;7183,763;-9,400;75,975;8154,238;-98,638;560,563
2020-01-01;24;14801,138;6792,925;-11,613;75,725;8044,788;-405,513;385,313
2020-01-02;1;13978,000;7241,300;-336,100;73,188;7895,300;-1142,963;329,675
2020-01-02;2;13548,888;7367,650;-650,125;74,313;7888,625;-1422,775;370,938
2020-01-02;3;13335,450;7287,825;-753,150;75,663;7915,025;-1379,938;270,038
2020-01-02;4;13273,150;7125,938;-758,813;75,063;7904,125;-1309,588;319,013
2020-01-02;5;13678,600;7140,675;-839,138;77,213;8025,463;-992,463;346,463
2020-01-02;6;14682,000;7375,000;-941,288;77,350;8282,863;-493,525;460,913
2020-01-02;7;17356,050;8509,713;-114,913;85,950;8476,675;-158,000;644,000
2020-01-02;8;19425,863;10884,025;337,788;175,625;8596,675;-783,075;740,350
2020-01-02;9;20505,350;11644,388;239,088;184,200;8630,825;-674,400;911,025
2020-01-02;10;21299,488;11683,100;24,300;207,050;8635,325;-285,450;1276,963
2020-01-02;11;21491,288;11671,925;161,563;254,125;8439,075;78,500;1314,863
2020-01-02;12;21542,875;11838,388;358,275;308,875;8159,013;232,438;1316,038
2020-01-02;13;21550,588;11915,700;343,588;307,750;7940,300;387,225;1316,488
2020-01-02;14;21820,550;12050,525;338,725;305,388;7833,188;630,000;1314,175
2020-01-02;15;21644,388;12040,325;134,400;308,037;7959,663;335,413;1314,263
2020-01-02;16;21687,638;12083,863;25,738;304,225;8119,400;170,425;1318,738
2020-01-02;17;22766,563;13045,938;310,075;306,100;8579,500;-187,938;1332,013
2020-01-02;18;22698,688;12681,250;429,888;304,975;8976,388;-287,025;1333,288
2020-01-02;19;22517,363;12332,025;500,638;303,687;9039,500;-201,050;1347,000
2020-01-02;20;22337,863;12115,888;610,825;304,875;9147,738;-249,800;1332,950
2020-01-02;21;21805,575;11286,825;513,763;105,000;9068,225;133,063;1329,188
2020-01-02;22;20555,488;10128,463;207,713;79,238;9003,963;102,525;1331,938
2020-01-02;23;19283,800;9225,363;34,288;73,575;9006,425;-255,650;1327,350
2020-01-02;24;18067,363;8184,313;-95,650;75,850;9115,013;-317,275;1204,088
2020-01-03;1;16949,150;8031,925;-438,750;74,725;8975,950;-328,413;720,088
2020-01-03;2;16369,188;8024,750;-478,638;74,350;8816,375;-597,538;603,550
2020-01-03;3;16036,400;7811,325;-777,538;74,988;8825,350;-304,738;488,213
2020-01-03;4;15998,238;7777,600;-816,338;75,125;8842,025;-6,875;204,575
2020-01-03;5;16209,413;8143,025;-901,075;75,450;8742,588;-6,400;237,113
2020-01-03;6;17021,838;8557,013;-962,963;76,350;8693,525;-20,400;761,838
2020-01-03;7;19141,638;9383,625;-79,250;75,713;8634,450;429,375;798,800
2020-01-03;8;20779,525;10732,250;116,300;77,800;8592,213;376,500;1087,663
2020-01-03;9;21489,638;10902,725;17,338;77,787;8719,138;553,525;1318,425
2020-01-03;10;21818,363;11233,900;17,438;78,450;8738,288;524,013;1332,900
2020-01-03;11;21889,238;11233,500;-0,375;78,400;8773,225;558,163;1335,275
2020-01-03;12;22070,425;11263,550;-3,000;74,088;8904,588;579,413;1331,775
2020-01-03;13;22013,450;11021,663;153,288;75,738;8984,313;682,000;1334,350
2020-01-03;14;22296,563;11134,900;309,813;75,588;9019,275;813,888;1336,725
2020-01-03;15;22159,288;10956,238;365,150;77,075;9048,100;826,925;1335,538
2020-01-03;16;22156,250;10776,213;346,113;74,787;9246,688;807,888;1336,013
2020-01-03;17;23120,538;11354,338;390,075;74,825;9594,263;837,800;1335,138
2020-01-03;18;23068,800;11197,513;599,125;75,225;9820,625;715,088;1333,213
2020-01-03;19;22698,425;10828,525;647,613;73,587;9839,250;697,613;1335,700
2020-01-03;20;22342,988;10675,050;640,688;75,250;9703,213;638,938;1335,950
2020-01-03;21;21749,425;10227,050;623,563;77,700;9498,775;713,700;1322,688
2020-01-03;22;20522,425;9471,875;414,600;75,050;9401,888;662,625;999,900
2020-01-03;23;19291,313;8809,388;170,325;79,150;8931,988;547,275;1015,925
2020-01-03;24;18084,963;8125,700;45,888;75,475;8837,675;389,088;750,363
2020-01-04;1;17017,875;7803,613;-117,300;76,688;9043,600;-121,475;412,063
2020-01-04;2;16306,150;7391,288;-618,400;77,225;9314,438;-54,450;273,113
2020-01-04;3;15911,263;7458,138;-811,075;73,962;9287,950;-289,475;266,013
2020-01-04;4;15838,213;7141,988;-923,738;75,450;9478,013;-85,188;226,525
2020-01-04;5;15795,088;7295,738;-929,250;75,000;9573,788;-371,563;228,363
2020-01-04;6;16064,750;7115,188;-829,688;75,312;9851,175;-331,700;257,938
2020-01-04;7;17041,288;7296,750;-598,850;75,263;10091,613;-25,775;275,313
2020-01-04;8;17798,863;7635,325;-216,638;75,138;10089,438;-211,563;504,688
2020-01-04;9;18583,050;8139,988;-75,688;75,462;10180,838;-407,125;749,088
2020-01-04;10;19737,438;8800,738;12,038;75,475;10188,450;-162,700;920,325
2020-01-04;11;20284,875;8895,450;61,600;76,225;10275,175;171,938;959,000
2020-01-04;12;20620,263;9321,450;353,913;76,350;10155,038;312,088;839,463
2020-01-04;13;20624,613;9720,113;399,088;77,725;9817,925;258,163;836,125
2020-01-04;14;20801,675;9858,000;259,638;75,537;9573,713;317,163;1065,325
2020-01-04;15;20552,963;9402,563;135,388;74,562;10013,625;177,963;967,500
2020-01-04;16;20398,238;9130,900;166,088;75,413;9993,738;360,800;915,463
2020-01-04;17;21216,375;9663,838;365,313;74,363;10213,400;415,888;929,063
2020-01-04;18;21128,413;9422,125;426,300;75,750;10170,825;565,663;971,400
2020-01-04;19;20978,513;9247,900;431,688;75,775;10168,950;562,188;1007,125
2020-01-04;20;20643,950;8873,300;358,625;77,800;10247,775;425,288;1107,213
2020-01-04;21;20140,563;8828,525;231,988;74,275;10283,038;192,800;850,113
2020-01-04;22;19131,238;8209,888;12,150;76,950;10211,400;-194,975;912,513
2020-01-04;23;18187,400;7707,088;-7,750;76,700;10210,250;-239,150;520,038
2020-01-04;24;17053,988;6948,063;-9,925;77,037;10194,188;-654,163;581,063
2020-01-05;1;15980,688;6612,650;-63,425;77,150;10063,088;-1042,463;417,225
2020-01-05;2;15238,300;6918,738;-282,175;74,500;9831,800;-1576,038;352,925
2020-01-05;3;14823,938;7267,338;-281,900;75,138;9555,575;-1679,538;-35,575
2020-01-05;4;14661,538;7584,700;-462,288;74,487;9298,550;-1515,963;-236,313
2020-01-05;5;14670,700;7749,750;-761,175;76,450;9237,375;-1264,850;-279,425
2020-01-05;6;14759,488;7669,088;-758,675;76,825;9057,063;-1080,288;-118,300
2020-01-05;7;15232,713;7314,450;-699,375;76,038;9008,813;-280,138;-109,150
2020-01-05;8;15450,475;7011,725;-562,913;77,875;8735,825;-3,863;272,438
2020-01-05;9;15761,325;7026,600;-281,938;77,550;8467,300;97,100;476,338
2020-01-05;10;16575,425;7498,663;-14,888;78,513;8152,013;125,188;838,700
2020-01-05;11;17111,125;8183,625;10,300;75,125;7653,663;226,288;1061,913
2020-01-05;12;17337,088;8211,438;-7,200;75,588;7378,350;583,225;1175,988
2020-01-05;13;17434,913;8014,000;-10,175;75,000;7196,550;952,350;1283,150
2020-01-05;14;17821,238;8130,500;5,250;73,938;6954,163;1414,750;1335,188
2020-01-05;15;17747,275;8403,063;179,013;75,525;6713,338;1291,975;1339,850
2020-01-05;16;17704,588;8765,475;313,163;76,700;6667,875;939,150;1340,300
2020-01-05;17;18798,013;9657,713;329,075;75,912;6792,238;1009,063;1343,625
2020-01-05;18;19118,525;9620,375;334,013;77,463;7240,663;907,400;1351,775
2020-01-05;19;19108,400;9908,613;351,188;77,037;7435,863;419,688;1349,625
2020-01-05;20;19102,238;9733,700;246,338;77,425;7392,063;631,500;1349,813
2020-01-05;21;18745,075;8923,900;17,200;77,475;7387,600;1096,713;1348,100
2020-01-05;22;18154,450;8800,750;-6,950;77,600;7464,250;569,688;1334,100
2020-01-05;23;17427,738;8448,988;-9,475;76,163;7418,375;256,013;1321,163
2020-01-05;24;16535,363;7767,238;-9,588;76,425;7391,963;204,188;1184,988
2020-01-06;1;15584,613;8073,775;-11,688;75,138;7422,063;-223,963;327,513
2020-01-06;2;15000,200;7765,700;-375,263;76,088;7525,263;-155,600;245,288
2020-01-06;3;14649,463;7659,975;-580,650;77,412;7654,625;-324,563;247,038
2020-01-06;4;14535,988;7622,925;-594,425;75,588;7773,738;-506,550;247,813
2020-01-06;5;14541,238;7612,500;-685,475;74,163;7797,775;-426,400;246,763
2020-01-06;6;14774,013;7917,338;-752,088;76,950;7690,438;-328,700;245,250
2020-01-06;7;15199,313;8777,813;-155,063;74,538;7757,800;-1439,125;257,388
2020-01-06;8;15386,300;9400,775;-13,450;75,725;7655,138;-2060,250;411,325
2020-01-06;9;15697,725;9575,875;-13,350;75,513;7585,900;-2015,475;572,938
2020-01-06;10;16667,613;9685,525;-13,350;75,000;7511,700;-1315,500;810,038
2020-01-06;11;17293,788;9664,788;5,575;76,113;7345,588;-863,275;1164,713
2020-01-06;12;17679,100;9703,325;9,850;75,387;7161,988;-516,163;1343,963
2020-01-06;13;17863,125;9415,063;128,713;76,875;6992,863;127,350;1344,063
2020-01-06;14;18224,713;9496,838;139,925;75,925;6881,350;539,475;1323,275
2020-01-06;15;18139,613;9346,088;139,275;75,850;6860,350;670,950;1269,688
2020-01-06;16;18111,225;9432,313;32,025;75,075;6844,588;606,150;1236,363
2020-01-06;17;19015,013;10261,138;14,425;75,475;6770,238;724,788;1269,813
2020-01-06;18;19265,663;10505,213;22,488;75,875;6919,300;501,038;1345,775
2020-01-06;19;19332,988;10522,025;50,450;75,387;7030,863;428,075;1359,038
2020-01-06;20;19368,363;10464,875;54,488;75,987;7038,625;516,200;1358,450
2020-01-06;21;19127,113;10500,475;110,950;75,738;6819,525;485,800;1341,900
2020-01-06;22;18303,825;9776,113;7,288;76,238;6745,875;487,000;1314,875
2020-01-06;23;17603,263;9438,400;-7,000;75,813;6658,725;208,850;1311,013
2020-01-06;24;16404,800;8670,500;-60,063;75,025;6517,000;205,525;1082,900
2020-01-07;1;15563,600;8934,025;-145,788;76,500;6423,613;-397,100;748,325
2020-01-07;2;15060,438;8805,850;-324,563;76,638;6274,188;-442,050;745,413
2020-01-07;3;14880,013;8761,588;-350,075;77,850;6220,613;-652,438;899,113
2020-01-07;4;14990,313;8838,063;-349,650;73,775;6205,013;-569,075;863,275
2020-01-07;5;15392,900;9213,075;-349,500;76,900;6209,463;-552,388;874,325
2020-01-07;6;16502,913;9570,125;-348,638;77,988;6195,225;-40,100;1133,550
2020-01-07;7;20054,175;12371,038;166,688;77,337;6256,588;318,738;1154,225
2020-01-07;8;22419,938;14750,025;218,213;76,113;6360,025;-22,038;1333,938
2020-01-07;9;23216,325;15052,775;283,988;74,988;6488,975;307,475;1364,625
2020-01-07;10;23659,238;15018,788;119,725;75,525;6541,688;733,513;1368,100
2020-01-07;11;23499,625;14973,075;13,338;78,975;6404,925;769,613;1365,863
2020-01-07;12;23747,663;15226,900;-4,713;75,537;6317,388;833,275;1366,600
2020-01-07;13;23699,375;15276,725;478,325;77,288;6319,950;749,213;1365,950
2020-01-07;14;24017,213;15716,900;455,200;74,163;6318,975;614,863;1365,900
2020-01-07;15;23698,600;15436,900;103,588;74,787;6286,688;604,563;1367,313
2020-01-07;16;23784,725;15506,738;9,900;76,887;6416,238;488,138;1367,288
2020-01-07;17;24723,763;16283,763;357,050;74,238;6614,225;456,300;1367,325
2020-01-07;18;24718,800;15982,775;431,000;76,250;6797,963;572,613;1365,750
2020-01-07;19;24335,638;15448,375;419,225;74,450;6901,988;612,600;1367,388
2020-01-07;20;24232,363;15435,638;321,713;78,400;6979,313;453,075;1367,900
2020-01-07;21;23678,738;14807,013;149,763;76,763;6995,313;517,563;1360,325
2020-01-07;22;22106,988;13027,838;67,088;76,100;6967,338;776,125;1337,388
2020-01-07;23;20399,475;11326,738;-8,813;74,562;6942,875;810,975;1334,363
2020-01-07;24;19117,788;9991,963;-10,200;74,225;7002,775;848,838;1289,388
2020-01-08;1;18012,075;10130,500;-241,213;74,700;7152,663;323,175;653,575
2020-01-08;2;17433,225;10499,288;-779,775;77,213;7306,513;-102,638;515,313
2020-01-08;3;17064,300;10173,800;-858,088;74,425;7513,288;-192,338;431,988
2020-01-08;4;17119,963;10017,225;-853,388;77,763;7790,650;-240,700;407,275
2020-01-08;5;17365,538;10017,225;-851,238;77,300;8027,350;-139,888;318,225
2020-01-08;6;18331,200;10104,700;-684,563;77,613;8319,813;14,875;578,438
2020-01-08;7;21381,563;11779,763;-70,325;78,912;8837,100;-146,088;972,625
2020-01-08;8;23362,388;13596,938;-4,575;78,725;9115,413;-665,875;1325,850
2020-01-08;9;24092,888;14051,038;-6,175;75,725;9343,388;-662,788;1373,575
2020-01-08;10;24199,075;14130,500;9,200;77,238;9317,425;-599,125;1370,963
2020-01-08;11;23906,600;13694,438;12,650;76,388;9214,750;-366,963;1371,588
2020-01-08;12;24100,713;14033,888;-5,750;75,650;9117,713;-405,900;1370,425
2020-01-08;13;24131,250;14180,138;-8,350;76,763;8999,963;-401,863;1371,775
2020-01-08;14;24346,013;14218,038;-8,200;76,425;8942,863;-167,063;1369,450
2020-01-08;15;24066,750;14167,913;9,725;76,625;8863,450;-325,913;1369,100
2020-01-08;16;24023,813;14038,713;79,700;74,575;8929,500;-305,913;1369,300
2020-01-08;17;24787,900;14448,563;368,788;74,688;9007,825;-39,913;1370,475
2020-01-08;18;24756,000;14523,388;482,838;74,150;8938,925;-74,038;1371,450
2020-01-08;19;24397,025;15077,875;477,563;74,688;8877,913;-927,838;1371,350
2020-01-08;20;24202,475;14885,413;462,163;75,488;8652,938;-703,600;1370,163
2020-01-08;21;23623,975;14171,913;671,700;73,400;8487,125;-388,588;1370,363
2020-01-08;22;21999,375;11985,088;480,325;78,125;8264,275;430,750;1330,825
2020-01-08;23;20368,063;10488,963;16,450;78,650;7964,388;598,450;1327,013
2020-01-08;24;19080,788;10062,038;-111,313;73,488;7663,575;141,050;1329,275
2020-01-09;1;18021,888;10393,338;-524,725;75,663;7229,500;-387,600;1312,725
2020-01-09;2;17502,213;10673,788;-751,863;74,650;6881,275;-435,038;1144,800
2020-01-09;3;17070,738;10562,988;-749,563;74,637;6571,738;-438,788;1128,375
2020-01-09;4;17177,475;10751,650;-746,863;74,700;6338,438;-397,650;1234,525
2020-01-09;5;17411,513;10519,650;-747,888;76,763;6206,100;127,025;1308,600
2020-01-09;6;18075,750;10633,075;-519,950;74,375;6068,213;574,375;1329,663
2020-01-09;7;21030,188;13161,438;-41,613;75,475;5951,975;643,100;1319,675
2020-01-09;8;23245,525;16056,800;-7,975;75,825;5966,463;306,963;919,950
2020-01-09;9;23979,888;17164,525;-7,713;76,163;5978,425;-33,713;880,100
2020-01-09;10;24351,788;17678,613;40,150;76,700;5986,613;-187,713;883,025
2020-01-09;11;24188,675;17512,150;47,700;76,525;5980,463;-174,675;883,538
2020-01-09;12;24399,400;17705,138;47,550;76,125;6095,375;-271,425;884,750
2020-01-09;13;24389,138;17815,288;304,400;74,937;6249,513;-530,050;880,963
2020-01-09;14;24439,450;17418,875;499,538;75,012;6471,400;-335,000;883,475
2020-01-09;15;24066,900;16518,238;605,100;76,488;6768,113;-113,000;880,863
2020-01-09;16;23928,700;15879,000;238,175;76,763;7151,638;10,838;888,825
2020-01-09;17;24620,313;15619,713;417,113;75,138;7573,925;107,688;1316,500
2020-01-09;18;24552,488;15088,650;571,725;76,512;7966,825;133,213;1365,825
2020-01-09;19;24282,175;14583,888;746,238;74,288;8132,438;203,800;1367,050
2020-01-09;20;24200,763;14399,738;681,150;76,887;8214,750;223,750;1367,125
2020-01-09;21;23597,475;13705,550;614,638;75,462;8206,338;329,725;1366,613
2020-01-09;22;22009,963;12215,088;356,138;73,450;8045,225;407,275;1350,713
2020-01-09;23;20444,150;10680,600;7,275;75,325;7789,863;661,550;1326,688
2020-01-09;24;19028,963;9910,650;-215,138;78,975;7503,513;647,475;1198,763
2020-01-10;1;17964,825;10411,313;-373,650;75,000;7246,613;-81,963;777,738
2020-01-10;2;17350,375;11064,363;-856,700;75,925;7043,588;-634,188;737,013
2020-01-10;3;17144,425;11106,088;-1066,463;77,487;6964,163;-583,900;736,763
2020-01-10;4;17094,538;11157,325;-1077,563;74,825;6848,175;-572,188;745,263
2020-01-10;5;17360,350;11211,000;-1057,075;76,575;6810,650;-458,313;866,663
2020-01-10;6;18154,863;11291,488;-716,738;75,650;6764,713;70,550;755,413
2020-01-10;7;20983,150;12898,413;-56,713;75,550;6898,425;97,825;1148,138
2020-01-10;8;22944,988;14193,275;-7,025;75,475;7149,238;247,700;1352,738
2020-01-10;9;23680,488;14958,738;19,513;75,663;7297,563;60,163;1371,650
2020-01-10;10;23974,188;15066,288;41,488;75,413;7504,413;45,775;1370,700
2020-01-10;11;23785,200;14751,388;119,750;74,388;7634,850;42,163;1372,350
2020-01-10;12;24026,250;14605,488;246,613;75,200;7893,088;169,888;1370,350
2020-01-10;13;24044,813;14220,238;238,688;75,000;8203,713;342,225;1289,063
2020-01-10;14;23939,188;13781,500;218,175;76,425;8620,450;245,238;1307,388
2020-01-10;15;23540,438;13260,313;5,175;74,163;8872,313;178,100;1237,200
2020-01-10;16;23434,025;13045,750;-6,675;77,200;9026,675;149,913;1219,988
2020-01-10;17;24196,538;13567,813;64,975;77,187;9148,575;117,213;1362,038
2020-01-10;18;24368,988;13845,663;188,150;76,200;8986,488;161,650;1370,863
2020-01-10;19;23951,388;13467,963;390,475;76,325;9128,925;1,963;1357,238
2020-01-10;20;23767,750;13111,863;336,125;77,875;9178,975;129,513;1356,750
2020-01-10;21;23164,763;12422,588;33,863;73,662;9064,713;339,875;1355,125
2020-01-10;22;21732,613;11853,325;389,200;8,388;8716,813;-144,950;1324,275
2020-01-10;23;20138,625;11020,688;257,563;0,000;8267,525;-72,800;946,063
2020-01-10;24;19002,350;10665,038;37,675;0,000;8217,150;-588,538;729,063
2020-01-11;1;17888,463;9313,175;-13,375;0,000;8193,975;-353,438;752,200
2020-01-11;2;17295,675;8919,688;-202,188;0,000;8244,400;-327,863;668,313
2020-01-11;3;16820,313;8640,125;-338,863;0,000;8249,750;-309,725;586,425
2020-01-11;4;16756,550;8335,925;-338,825;0,000;8391,088;-132,575;509,550
2020-01-11;5;16742,750;8528,050;-337,813;0,000;8234,738;-312,538;633,375
2020-01-11;6;16901,563;9034,275;-413,738;0,000;7988,263;-139,088;436,938
2020-01-11;7;17834,750;9342,288;-143,988;0,000;7834,488;-110,513;908,775
2020-01-11;8;18719,813;9974,900;-26,750;0,000;7660,238;-173,463;1287,338
2020-01-11;9;19787,275;10864,788;-6,250;0,000;7615,525;-28,363;1342,275
2020-01-11;10;20827,038;12068,413;20,513;0,000;7441,500;-18,138;1345,563
2020-01-11;11;21288,975;12684,913;50,488;0,000;7343,175;-63,463;1343,525
2020-01-11;12;21590,075;13072,725;54,288;0,000;7162,788;19,925;1345,600
2020-01-11;13;21542,813;13215,975;19,113;0,000;6931,988;61,850;1343,925
2020-01-11;14;21510,663;13492,825;227,925;0,000;6698,200;-19,300;1345,550
2020-01-11;15;20893,225;13004,913;58,125;0,000;6627,675;-74,438;1344,725
2020-01-11;16;20850,050;12948,788;-6,388;0,000;6613,138;-54,025;1345,525
2020-01-11;17;21603,875;13536,525;78,375;0,000;6768,850;-35,350;1344,150
2020-01-11;18;21569,213;13054,388;329,075;0,000;7086,900;89,438;1346,400
2020-01-11;19;21343,763;12559,663;747,800;0,000;7359,850;84,438;1344,850
2020-01-11;20;20998,000;11572,600;824,075;0,000;7499,813;594,275;1344,763
2020-01-11;21;20427,325;10454,838;723,425;0,000;7801,450;835,288;1347,125
2020-01-11;22;19351,800;8769,675;364,425;0,000;8195,475;1053,250;1341,163
2020-01-11;23;18340,188;8749,663;293,400;0,000;8285,813;48,875;1267,825
2020-01-11;24;17272,438;8280,913;135,750;0,000;8264,838;-297,513;1040,338
2020-01-12;1;16165,775;7266,100;-105,313;0,000;8233,013;-42,613;817,025
2020-01-12;2;15528,288;7253,163;-300,513;0,000;8321,938;-443,413;701,025
2020-01-12;3;15031,200;7112,650;-551,925;0,000;8546,750;-779,025;707,175
2020-01-12;4;14990,200;7160,075;-883,650;0,000;8673,238;-649,200;695,113
2020-01-12;5;15005,763;7379,600;-1090,013;0,000;8763,375;-691,375;647,988
2020-01-12;6;15151,138;7511,413;-1086,263;0,000;8730,363;-586,000;588,038
2020-01-12;7;15654,013;7569,413;-856,788;0,000;8894,100;-291,313;345,350
2020-01-12;8;15901,025;7395,463;-515,650;0,000;8907,675;-345,438;467,750
2020-01-12;9;16406,438;7131,738;-89,188;0,000;8877,150;-251,388;741,575
2020-01-12;10;17179,500;7777,425;68,050;0,000;8818,663;-145,275;741,575
2020-01-12;11;17567,275;8033,338;323,975;0,000;8660,888;147,663;742,500
2020-01-12;12;17597,663;8001,588;366,000;0,000;8488,113;363,363;760,938
2020-01-12;13;17731,138;7507,238;64,213;0,000;8382,000;624,963;1233,988
2020-01-12;14;17956,250;7635,563;-6,025;0,000;8243,150;747,538;1343,088
2020-01-12;15;17765,875;7825,225;-9,650;0,000;8171,663;431,725;1345,538
2020-01-12;16;17845,625;7826,538;73,950;0,000;8313,338;372,025;1344,163
2020-01-12;17;19040,300;8647,813;198,688;0,000;8744,038;313,438;1346,113
2020-01-12;18;19460,425;8991,813;516,550;0,000;8994,363;136,750;1344,225
2020-01-12;19;19572,550;8958,338;640,963;0,000;9174,750;100,638;1345,763
2020-01-12;20;19684,088;8905,700;780,075;0,000;9224,688;221,350;1345,863
2020-01-12;21;19343,900;8761,175;708,288;0,000;9190,125;59,350;1345,875
2020-01-12;22;18497,225;8094,338;230,963;0,000;9080,750;-8,400;1345,488
2020-01-12;23;17820,438;7751,450;-9,013;0,000;9179,063;-419,950;1325,700
2020-01-12;24;16861,750;7412,650;-110,813;0,000;9157,000;-506,463;921,963
2020-01-13;1;15926,163;7920,300;-677,088;0,000;9084,863;-865,688;476,113
2020-01-13;2;15539,888;8275,688;-1059,913;0,000;8923,375;-1321,763;727,725
2020-01-13;3;15356,000;8007,625;-1124,588;0,000;8936,975;-1097,013;641,013
2020-01-13;4;15448,163;8068,700;-1119,063;0,000;8832,213;-1073,738;747,850
2020-01-13;5;15822,375;8793,375;-1114,488;0,000;8476,700;-1038,288;711,663
2020-01-13;6;16978,475;9762,913;-1076,875;0,000;8200,500;-267,200;369,013
2020-01-13;7;20307,000;11887,838;-222,963;0,000;8083,113;-450,613;1008,800
2020-01-13;8;22576,075;14478,413;-4,500;0,000;7908,925;-1017,875;1209,425
2020-01-13;9;23431,463;14895,950;36,688;0,000;7695,625;-380,450;1227,338
2020-01-13;10;23854,375;15013,163;173,463;0,000;7500,725;4,463;1343,188
2020-01-13;11;23765,438;14951,900;86,038;0,000;7306,975;164,475;1356,175
2020-01-13;12;24056,313;15393,275;76,425;0,000;6997,313;313,438;1358,663
2020-01-13;13;23975,700;15734,725;123,900;0,000;6647,525;252,888;1358,163
2020-01-13;14;24165,388;16092,025;58,888;0,000;6454,150;270,788;1361,500
2020-01-13;15;23864,475;16003,613;-4,038;0,000;6303,588;199,738;1360,088
2020-01-13;16;23641,538;15846,113;-3,763;0,000;6346,063;96,150;1360,400
2020-01-13;17;24430,038;16266,338;135,525;0,000;6424,438;382,963;1360,550
2020-01-13;18;24604,625;16149,688;77,438;0,000;6723,050;362,838;1362,538
2020-01-13;19;24275,250;15392,813;59,350;0,000;7027,638;498,025;1361,463
2020-01-13;20;24197,888;15292,275;52,338;0,000;7142,713;406,850;1363,050
2020-01-13;21;23571,588;14786,950;130,438;0,000;7102,138;331,575;1361,788
2020-01-13;22;21992,600;13240,413;678,138;0,000;7116,938;288,938;1347,150
2020-01-13;23;20468,113;11551,375;65,900;0,000;6925,175;655,500;1347,938
2020-01-13;24;18982,438;10350,688;-6,450;0,000;6732,263;581,350;1335,913
2020-01-14;1;17854,288;9581,450;-7,738;0,000;6730,038;399,050;1153,975
2020-01-14;2;17341,513;9498,263;-10,138;0,000;6832,113;188,113;835,300
2020-01-14;3;17066,750;9605,700;-10,213;0,000;7026,300;-414,325;858,538
2020-01-14;4;17116,013;9805,038;-87,075;0,000;7118,550;-426,038;702,050
2020-01-14;5;17513,675;9904,050;-231,863;0,000;7477,163;-302,438;663,075
2020-01-14;6;18343,638;9884,875;-171,425;0,000;7839,888;-148,063;936,375
2020-01-14;7;21181,888;11941,863;-24,975;0,000;8244,013;-80,600;1090,975
2020-01-14;8;23214,450;13984,000;-6,913;0,000;8719,163;-822,250;1328,950
2020-01-14;9;23941,125;14567,950;94,513;0,000;8970,700;-951,813;1357,325
2020-01-14;10;24024,288;14703,563;163,300;0,000;8989,288;-1008,988;1359,563
2020-01-14;11;23751,800;14405,988;188,313;0,000;8924,438;-913,763;1358,675
2020-01-14;12;23830,463;14258,963;310,500;0,000;8798,075;-578,500;1360,150
2020-01-14;13;23841,588;14037,638;346,163;0,000;8951,238;-496,600;1362,763
2020-01-14;14;23842,988;13898,750;362,300;0,000;9095,350;-502,013;1359,988
2020-01-14;15;23706,900;13605,188;375,375;0,000;9167,013;-426,688;1361,038
