Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2020-03-03;16;23057,200;13522,138;130,725;0,000;6697,813;1483,500;1360,513
2020-03-03;17;22961,400;13194,225;189,225;0,000;6873,675;1532,300;1363,438
2020-03-03;18;23517,188;13791,788;345,375;0,000;7114,375;1274,513;1328,513
2020-03-03;19;23990,788;14824,650;556,850;0,000;7336,063;524,425;1307,963
2020-03-03;20;23859,738;14140,213;669,275;0,000;7608,313;752,900;1360,863
2020-03-03;21;23317,588;13100,513;559,450;0,000;7725,275;1149,313;1351,575
2020-03-03;22;21713,888;11078,175;135,088;0,000;7876,950;1424,500;1349,063
2020-03-03;23;20198,038;9494,463;-97,925;0,000;8057,675;1435,500;1320,938
2020-03-03;24;18885,075;9208,538;-202,575;0,000;8157,900;864,938;867,575
2020-03-04;1;17879,125;9655,525;-224,725;0,000;8046,000;-164,588;571,150
2020-03-04;2;17333,013;10024,625;-912,713;0,000;7914,275;-241,050;556,138
2020-03-04;3;16927,463;9860,325;-1145,650;0,000;7940,988;-280,475;556,225
2020-03-04;4;17046,013;9867,375;-1140,788;0,000;8061,300;-290,863;554,488
2020-03-04;5;17423,163;10257,250;-1136,188;0,000;8065,850;-257,275;501,513
2020-03-04;6;18218,350;10403,650;-900,263;0,000;8090,988;-288,800;918,000
2020-03-04;7;20366,688;11454,300;-68,725;0,000;8020,338;328,463;630,875
2020-03-04;8;22452,750;13358,025;-6,963;0,000;7851,225;445,125;798,788
2020-03-04;9;23349,213;13746,825;28,750;0,000;7613,763;1531,650;459,913
2020-03-04;10;23416,350;13677,775;178,750;-1,675;7307,625;1550,163;897,900
2020-03-04;11;23079,138;13107,413;89,388;0,000;7209,275;1446,800;1333,425
2020-03-04;12;23311,075;13513,975;72,625;0,000;7102,088;1353,825;1358,963
2020-03-04;13;23380,538;13885,975;81,375;0,000;7106,225;1478,875;930,575
2020-03-04;14;23356,650;14003,338;56,863;0,000;7002,175;1489,600;873,063
2020-03-04;15;23017,200;13872,538;0,100;0,000;6786,475;1501,250;870,175
2020-03-04;16;22824,950;13742,950;-7,525;0,000;6665,288;1544,188;877,700
2020-03-04;17;22710,088;13823,100;36,963;0,000;6484,875;1533,663;879,138
2020-03-04;18;23327,963;14508,725;96,413;0,000;6394,825;1551,663;877,375
2020-03-04;19;24205,350;15636,988;322,888;0,000;6436,600;1259,363;878,288
2020-03-04;20;24282,563;15400,563;246,325;0,000;6559,575;1447,738;878,938
2020-03-04;21;23490,300;13961,525;67,388;0,000;6680,125;1607,000;1249,138
2020-03-04;22;21878,538;12385,300;2,038;0,000;6629,688;1609,838;1270,963
2020-03-04;23;20201,038;10677,800;-9,738;0,000;6743,450;1530,725;1264,750
2020-03-04;24;18932,163;9756,050;-9,813;0,000;6743,163;1343,450;1109,213
2020-03-05;1;17850,625;9428,300;-10,025;0,000;6640,763;922,925;880,513
2020-03-05;2;17267,463;9345,038;-10,013;0,000;6507,000;720,213;715,288
2020-03-05;3;16963,013;9244,738;-9,938;0,000;6413,263;638,263;679,413
2020-03-05;4;17032,913;9212,863;-9,975;0,000;6312,813;803,475;720,513
2020-03-05;5;17281,013;9529,888;-257,200;0,000;6170,288;891,438;951,950
2020-03-05;6;18144,100;9722,900;-449,225;0,000;6186,963;1440,188;1254,575
2020-03-05;7;20313,238;11327,525;-49,588;0,000;6226,863;1471,250;1343,800
2020-03-05;8;22286,925;13226,525;-7,513;0,000;6256,525;1463,450;1354,300
2020-03-05;9;22764,500;13688,613;37,350;0,000;6264,950;1460,800;1359,438
2020-03-05;10;22614,038;13513,613;87,900;0,000;6097,538;1649,800;1364,950
2020-03-05;11;22210,425;13316,100;23,238;0,000;5999,838;1540,125;1366,488
2020-03-05;12;22363,038;13237,050;94,100;0,000;6196,888;1567,900;1361,875
2020-03-05;13;22409,325;13211,763;332,463;0,000;6260,263;1587,713;1353,988
2020-03-05;14;22509,850;13496,988;536,525;0,000;6136,588;1532,175;1350,475
2020-03-05;15;22218,450;13227,888;264,188;0,000;6089,300;1561,438;1351,513
2020-03-05;16;22124,500;13072,525;191,425;0,000;6085,588;1608,575;1365,438
2020-03-05;17;22133,900;13047,650;187,450;0,000;6167,575;1560,038;1364,163
2020-03-05;18;22821,488;13404,363;109,838;0,000;6522,925;1541,950;1357,938
2020-03-05;19;23854,175;13720,263;484,050;0,000;7384,488;1423,513;1338,788
2020-03-05;20;23886,388;13003,013;539,963;0,000;8105,950;1427,438;1361,613
2020-03-05;21;23279,188;12004,450;494,725;0,000;8608,250;1365,513;1313,875
2020-03-05;22;21767,838;11539,125;160,950;0,000;8711,500;754,100;773,763
2020-03-05;23;20143,638;10437,775;56,175;0,000;8651,163;381,013;690,525
2020-03-05;24;18770,025;9547,650;-12,625;0,000;8681,950;-243,063;803,925
2020-03-06;1;17842,863;8950,975;-108,950;0,000;8794,588;-472,088;685,338
2020-03-06;2;17343,438;8974,950;-666,663;0,000;8817,950;-631,425;850,800
2020-03-06;3;16924,213;8775,388;-714,625;0,000;8760,588;-669,175;780,588
2020-03-06;4;17025,188;8778,388;-753,363;0,000;8731,063;-394,688;672,438
2020-03-06;5;17341,288;9210,350;-724,063;0,000;8742,100;-340,900;453,588
2020-03-06;6;18110,275;9616,138;-460,300;0,000;8719,263;-218,988;455,150
2020-03-06;7;20189,675;10693,050;-41,325;0,000;8837,563;-118,825;813,050
2020-03-06;8;22288,938;12185,113;-7,263;0,000;8815,600;484,863;801,688
2020-03-06;9;23376,488;13032,188;135,650;0,000;8674,675;838,175;838,425
2020-03-06;10;23534,375;13126,950;252,925;0,000;8356,863;1025,400;1040,375
2020-03-06;11;23204,738;12623,400;70,700;0,000;8086,613;1264,375;1242,025
2020-03-06;12;23498,550;12792,750;97,100;0,000;7965,338;1415,650;1331,450
2020-03-06;13;23568,888;13161,738;204,888;0,000;7934,863;1181,775;1303,875
2020-03-06;14;23538,175;13239,075;301,475;0,000;7800,375;1157,813;1349,838
2020-03-06;15;23154,800;12845,563;161,688;0,000;7815,450;1149,575;1348,963
2020-03-06;16;23029,600;12679,863;149,475;0,000;7742,400;1256,288;1349,588
2020-03-06;17;22916,900;12777,363;156,363;0,000;7752,950;1044,588;1349,563
2020-03-06;18;23332,688;13122,475;153,575;0,000;7878,588;971,638;1363,400
2020-03-06;19;23978,488;13904,200;122,913;0,000;7863,438;845,338;1366,725
2020-03-06;20;23842,925;13849,963;102,488;0,000;7827,900;814,538;1359,163
2020-03-06;21;23179,600;13272,275;24,463;0,000;7645,763;959,138;1319,650
2020-03-06;22;21509,538;11759,338;-5,000;0,000;7416,738;1016,650;1330,500
2020-03-06;23;19989,475;11205,538;-10,775;0,000;7208,800;263,175;1329,550
2020-03-06;24;18713,500;10631,575;-10,638;0,000;6997,988;51,663;1050,200
2020-03-07;1;17573,475;9461,238;-9,813;0,000;6787,850;243,125;1104,650
2020-03-07;2;17042,538;9364,638;-9,925;0,000;6742,275;-166,450;1118,863
2020-03-07;3;16702,038;9247,113;-10,388;0,000;6746,700;-252,525;979,213
2020-03-07;4;16585,588;9136,963;-10,388;0,000;6701,175;-193,088;954,913
2020-03-07;5;16609,275;9024,050;-10,250;0,000;6602,000;101,250;891,613
2020-03-07;6;16652,813;8977,463;-10,425;0,000;6559,313;176,463;951,275
2020-03-07;7;17126,575;8806,888;-10,325;0,000;6622,438;436,650;1274,213
2020-03-07;8;18406,388;9253,188;-226,938;0,000;6623,600;1471,750;1285,688
2020-03-07;9;19528,075;10174,400;35,250;0,000;6549,600;1546,113;1290,488
2020-03-07;10;20301,063;10904,375;225,438;0,000;6674,350;1427,338;1307,638
2020-03-07;11;20587,338;11094,225;349,563;0,000;6820,463;1376,063;1309,075
2020-03-07;12;20895,150;11398,188;361,888;0,000;6988,425;1208,388;1306,063
2020-03-07;13;20904,225;11108,563;152,438;0,000;7139,713;1354,350;1309,325
2020-03-07;14;20824,263;10856,888;71,538;0,000;7332,113;1365,713;1280,350
2020-03-07;15;20258,650;10174,888;-7,738;0,000;7390,725;1420,588;1279,663
2020-03-07;16;19875,463;9497,150;-7,325;0,000;7613,150;1489,500;1277,163
2020-03-07;17;19675,050;9428,700;10,238;0,000;7734,125;1241,613;1279,750
2020-03-07;18;20133,325;9840,263;13,050;0,000;7800,913;1195,688;1291,813
2020-03-07;19;20832,450;10673,500;110,300;0,000;7846,663;1010,313;1307,550
2020-03-07;20;20594,038;10372,588;124,163;0,000;7842,963;1100,063;1301,550
2020-03-07;21;19972,075;9752,750;106,188;0,000;7756,763;1206,313;1275,325
2020-03-07;22;18806,588;9487,388;116,325;0,000;7681,638;658,188;1001,288
2020-03-07;23;17753,300;9155,638;-10,038;0,000;7379,338;82,238;1162,263
2020-03-07;24;16731,625;8808,063;-12,863;0,000;7153,963;-60,625;863,650
2020-03-08;1;15726,275;8304,663;-13,013;0,000;6899,813;52,575;500,913
2020-03-08;2;15091,650;7813,050;-13,263;0,000;6820,975;-9,488;495,050
2020-03-08;3;14770,775;7812,375;-189,775;0,000;6668,500;-18,025;504,850
2020-03-08;4;14660,088;7849,650;-216,325;0,000;6579,775;-14,438;476,975
2020-03-08;5;14774,475;8064,038;-215,525;0,000;6440,013;22,488;473,138
2020-03-08;6;14756,388;8161,638;-215,413;0,000;6358,200;150,763;314,550
2020-03-08;7;14767,300;8136,038;-215,100;0,000;6282,188;140,113;437,738
2020-03-08;8;15447,575;8390,688;-57,763;0,000;6168,838;351,288;695,863
2020-03-08;9;16376,438;8866,688;250,763;0,000;6064,750;562,838;901,950
2020-03-08;10;17076,600;9320,650;44,288;0,000;5938,588;685,613;1156,975
2020-03-08;11;17246,000;9163,288;12,375;0,000;5963,575;826,438;1306,700
2020-03-08;12;17332,400;9182,100;10,538;0,000;6116,888;738,238;1312,838
2020-03-08;13;17482,200;9093,588;12,863;0,000;6300,913;797,088;1305,550
2020-03-08;14;17537,138;8847,563;217,825;0,000;6384,813;1008,750;1313,438
2020-03-08;15;17205,475;8377,438;215,900;0,000;6383,638;1144,975;1314,963
2020-03-08;16;16854,638;8153,875;126,050;0,000;6353,188;1134,925;1226,475
2020-03-08;17;16919,763;8114,750;10,338;0,000;6365,913;1252,050;1201,738
2020-03-08;18;17599,613;8822,550;126,463;0,000;6649,913;840,725;1299,400
2020-03-08;19;19087,813;9610,125;121,875;0,000;7219,338;943,175;1317,588
2020-03-08;20;19287,450;9153,563;124,338;0,000;7817,213;1017,500;1318,463
2020-03-08;21;19088,763;8848,725;106,613;0,000;8123,613;921,513;1218,463
2020-03-08;22;18290,088;8487,225;189,313;0,000;8168,625;345,963;1313,188
2020-03-08;23;17584,163;8382,238;244,613;0,000;8086,475;-179,813;1313,150
2020-03-08;24;16603,263;8000,525;20,050;0,000;7983,025;-628,213;1270,250
2020-03-09;1;15754,013;7945,388;-196,900;0,000;7720,038;-266,488;555,725
2020-03-09;2;15401,538;8240,288;-615,275;0,000;7479,725;-228,525;530,113
2020-03-09;3;15224,988;8417,063;-689,125;0,000;7251,275;-281,075;529,488
2020-03-09;4;15231,600;8559,700;-687,813;0,000;7108,338;-280,513;539,813
2020-03-09;5;15777,725;9054,513;-685,425;0,000;7163,838;-263,588;516,263
2020-03-09;6;16830,950;9538,275;-657,425;0,000;7274,925;104,725;575,150
2020-03-09;7;19517,713;11230,013;-133,750;0,000;7300,663;330,075;797,813
2020-03-09;8;21745,163;12867,725;-6,988;0,000;7149,088;705,038;1021,000
2020-03-09;9;22633,213;13659,888;9,450;0,000;6714,638;975,163;1293,238
2020-03-09;10;22703,625;14237,525;30,100;0,000;6337,763;823,938;1319,738
2020-03-09;11;22399,575;14272,588;15,463;0,000;6194,775;765,250;1184,488
2020-03-09;12;22675,663;14546,913;92,775;0,000;6178,188;789,750;1164,488
2020-03-09;13;22695,525;14438,050;103,763;0,000;6282,188;751,325;1245,250
2020-03-09;14;22826,150;14558,388;228,238;0,000;6221,713;746,350;1310,638
2020-03-09;15;22385,525;14289,838;350,475;0,000;6060,088;723,738;1314,300
2020-03-09;16;22359,088;14314,188;327,738;0,000;5972,338;762,225;1313,875
2020-03-09;17;22220,725;14010,488;149,450;0,000;6045,438;857,600;1312,788
2020-03-09;18;22771,725;14129,400;13,988;0,000;6282,863;1034,388;1317,413
2020-03-09;19;23835,575;14477,513;114,338;0,000;6688,463;1338,275;1328,575
2020-03-09;20;23937,325;14443,813;128,038;0,000;6910,975;1257,113;1328,300
2020-03-09;21;23299,813;14011,900;12,513;0,000;6880,000;1102,650;1313,463
2020-03-09;22;21620,938;12058,163;-4,150;0,000;6838,500;1431,275;1313,000
2020-03-09;23;19986,475;10392,863;-4,075;0,000;6865,325;1433,050;1312,325
2020-03-09;24;18663,425;9158,400;-7,275;0,000;6819,163;1430,850;1273,713
2020-03-10;1;17644,063;9507,275;-19,888;0,000;6897,300;525,050;740,575
2020-03-10;2;17008,625;9648,200;-20,688;0,000;6747,713;119,188;528,525
2020-03-10;3;16752,163;9691,800;-36,888;0,000;6610,363;-20,913;520,925
2020-03-10;4;16857,125;9800,738;-151,313;0,000;6629,075;59,350;522,975
2020-03-10;5;17196,425;9951,238;-276,575;0,000;6684,538;318,200;520,625
2020-03-10;6;17946,488;10501,350;-508,675;0,000;6751,438;509,213;699,288
2020-03-10;7;20093,963;11475,125;-234,300;0,000;6953,463;855,125;1047,263
2020-03-10;8;22111,250;13513,650;-6,688;0,000;6979,213;419,463;1206,063
2020-03-10;9;22969,100;14743,488;-7,025;0,000;6816,363;434,363;978,750
2020-03-10;10;22816,200;14748,950;11,425;0,000;6908,113;109,413;1048,213
2020-03-10;11;22283,613;13651,288;124,750;0,000;7400,488;-70,875;1310,938
2020-03-10;12;22423,025;13052,500;692,450;0,000;8040,900;15,975;1315,213
2020-03-10;13;22469,938;12682,638;882,013;0,000;8412,225;77,850;1303,063
2020-03-10;14;22578,938;12766,950;999,788;0,000;8654,725;-47,263;1208,000
2020-03-10;15;22212,838;12432,500;641,038;0,000;8750,363;-85,800;1121,838
2020-03-10;16;22256,463;12201,400;217,513;0,000;8900,700;40,513;1116,538
2020-03-10;17;22252,488;12329,763;217,975;0,000;8764,863;71,625;1082,963
2020-03-10;18;22781,800;13307,800;386,613;0,000;8868,238;-108,738;713,513
2020-03-10;19;23880,400;13995,450;607,013;0,000;9384,375;-86,650;582,763
2020-03-10;20;23840,088;13049,325;615,913;0,000;9747,575;-54,900;1092,513
2020-03-10;21;23227,325;12107,000;553,000;0,000;10016,938;31,638;1081,363
2020-03-10;22;21598,338;10707,313;490,713;0,000;10084,338;45,113;759,125
2020-03-10;23;20018,863;9759,663;262,900;0,000;9981,125;-76,288;365,575
2020-03-10;24;18695,300;8715,000;-28,575;0,000;9830,563;-210,688;426,350
2020-03-11;1;17591,275;8356,825;-650,188;0,000;9746,275;-105,513;247,425
2020-03-11;2;17029,788;8188,188;-1118,775;0,000;9776,350;-104,288;295,488
2020-03-11;3;16753,038;8064,450;-1302,050;0,000;9717,350;-50,975;326,913
2020-03-11;4;16873,713;8168,925;-1308,913;0,000;9796,200;-64,050;280,625
2020-03-11;5;17124,675;8520,388;-1242,688;0,000;9675,125;-60,925;233,988
2020-03-11;6;17776,188;8957,763;-662,725;0,000;9595,000;-413,275;299,238
2020-03-11;7;19878,363;10126,575;-177,863;0,000;9791,213;-330,250;467,075
2020-03-11;8;22011,125;11876,063;-7,713;0,000;9710,338;-369,600;797,725
2020-03-11;9;22898,563;12433,025;128,150;0,000;9890,288;-467,600;1040,438
2020-03-11;10;22898,263;12052,200;297,163;0,000;9940,625;-159,600;1068,125
2020-03-11;11;22462,888;11411,800;132,725;0,000;9975,163;-30,838;1106,900
2020-03-11;12;22439,763;11649,825;107,325;0,000;9946,313;-260,488;1111,825
2020-03-11;13;22178,938;11376,725;89,700;0,000;9855,538;-152,475;1111,700
2020-03-11;14;22019,575;11168,088;7,450;0,000;9818,663;-19,525;1057,363
2020-03-11;15;21623,550;10794,350;-3,938;0,000;9873,000;-86,913;1043,063
2020-03-11;16;21571,638;10595,713;-4,050;0,000;9805,025;-135,138;1306,050
2020-03-11;17;21635,075;10902,888;114,925;0,000;9397,013;26,063;1313,050
2020-03-11;18;22120,063;12036,725;312,263;0,000;8953,300;-11,138;1138,088
2020-03-11;19;23378,388;13586,763;445,550;0,000;8772,850;192,138;822,475
2020-03-11;20;23528,825;13467,688;492,500;0,000;8646,600;147,738;1278,938
2020-03-11;21;22974,625;12824,950;326,975;0,000;8665,663;175,488;1311,438
2020-03-11;22;21571,213;11522,563;2,025;0,000;8698,325;240,038;1129,500
2020-03-11;23;19985,138;10564,413;-10,275;0,000;8533,400;226,063;675,625
2020-03-11;24;18691,713;9840,038;-10,338;0,000;8603,550;13,100;251,588
2020-03-12;1;17633,263;8821,350;-10,263;0,000;8605,375;12,025;209,625
2020-03-12;2;17053,288;8205,338;-52,075;0,000;8691,500;-42,300;250,150
2020-03-12;3;16729,188;8128,450;-349,538;0,000;8729,725;-11,388;235,375
2020-03-12;4;16731,638;8157,488;-425,063;0,000;8796,450;-14,438;224,638
2020-03-12;5;16918,063;8197,313;-550,488;0,000;9096,850;-30,950;214,650
2020-03-12;6;17452,625;8391,725;-421,725;0,000;9371,438;-111,938;231,063
2020-03-12;7;19211,025;9257,663;-101,000;0,000;9531,013;-42,875;566,463
2020-03-12;8;21177,225;10968,088;142,925;0,000;9579,713;-21,663;658,263
2020-03-12;9;22047,138;11424,538;262,250;0,000;9772,975;197,525;662,575
2020-03-12;10;22239,713;11521,538;384,788;0,000;9999,888;164,188;569,363
2020-03-12;11;22085,100;11350,963;411,350;0,000;10026,488;19,738;701,450
2020-03-12;12;22410,513;11619,863;342,350;0,000;9854,513;17,675;930,013
2020-03-12;13;22538,575;11505,238;107,988;0,000;9933,588;153,000;957,025
2020-03-12;14;22541,425;11615,988;198,250;0,000;9855,475;47,363;1031,438
2020-03-12;15;22281,425;11713,213;202,563;0,000;9533,738;-12,738;1060,725
2020-03-12;16;22005,525;11309,713;6,513;0,000;9622,688;-7,750;1094,488
2020-03-12;17;21767,050;10971,988;-7,250;0,000;9654,700;46,138;1108,250
2020-03-12;18;22161,125;11381,913;205,663;0,000;9971,238;49,725;763,488
2020-03-12;19;23291,250;12008,238;362,288;0,000;10080,563;576,675;629,050
2020-03-12;20;23417,963;11422,850;430,025;0,000;9990,038;779,350;1233,888
2020-03-12;21;22850,038;11397,013;322,963;0,000;9674,763;477,813;1309,650
2020-03-12;22;21463,125;10764,000;102,675;0,000;9402,963;173,650;1133,613
2020-03-12;23;19964,025;9906,288;-6,438;0,000;9190,700;-118,950;1007,525
2020-03-12;24;18694,500;9335,288;-6,175;0,000;9040,038;-173,825;505,988
2020-03-13;1;17722,463;8636,100;-118,513;0,000;8941,850;-169,200;434,413
2020-03-13;2;17173,663;8571,375;-614,038;0,000;8939,613;-311,463;601,950
2020-03-13;3;16808,600;8310,725;-687,150;0,000;8931,100;-478,050;737,725
2020-03-13;4;16890,338;8539,325;-687,513;0,000;8781,738;-456,400;713,975
2020-03-13;5;17174,888;8946,038;-686,013;0,000;8617,988;-81,600;380,075
2020-03-13;6;17665,225;9382,475;-538,713;0,000;8568,650;-8,288;266,138
2020-03-13;7;19432,075;10185,275;-82,738;0,000;8596,150;216,813;526,175
2020-03-13;8;21341,238;11365,738;-7,588;0,000;8669,838;504,013;813,513
2020-03-13;9;22247,613;11975,700;12,375;0,000;8594,700;597,275;1089,850
2020-03-13;10;22284,250;11695,150;114,188;0,000;8851,538;528,163;1217,900
2020-03-13;11;22125,813;11202,313;110,538;0,000;9007,488;759,800;1163,913
2020-03-13;12;22645,875;11394,813;271,638;0,000;9322,138;765,200;1165,038
2020-03-13;13;22722,063;11380,088;299,263;0,000;9385,800;850,888;1118,100
2020-03-13;14;22610,863;11404,975;547,300;0,000;9350,663;741,000;1127,100
2020-03-13;15;22151,813;10953,888;308,725;0,000;9219,200;839,363;1138,713
2020-03-13;16;22016,300;10842,063;306,863;0,000;9190,225;821,163;1163,763
2020-03-13;17;21914,613;10453,838;225,200;0,000;9564,225;751,588;1147,375
2020-03-13;18;22180,525;10486,425;14,388;0,000;9968,488;712,063;1019,513
2020-03-13;19;23225,663;11629,925;111,775;0,000;10281,863;457,888;857,538
2020-03-13;20;23225,850;11756,100;108,063;0,000;10469,200;83,813;916,513
2020-03-13;21;22447,650;11432,525;316,325;0,000;10455,613;-215,763;778,938
2020-03-13;22;21023,900;10291,875;279,188;0,000;10546,563;-248,725;444,125
2020-03-13;23;19589,538;9018,475;110,438;0,000;10382,688;-63,400;266,388
2020-03-13;24;18406,488;8480,825;-12,213;0,000;10065,500;-572,663;458,775
2020-03-14;1;17374,088;8353,088;-37,488;0,000;9796,875;-1249,138;519,325
2020-03-14;2;16695,225;8246,738;-223,263;0,000;9590,438;-1428,863;518,438
2020-03-14;3;16410,575;8372,088;-358,563;0,000;9286,688;-1363,813;481,588
2020-03-14;4;16491,963;8591,688;-476,400;0,000;9088,588;-1200,638;486,925
2020-03-14;5;16505,038;8732,925;-459,350;0,000;8743,138;-944,738;436,538
2020-03-14;6;16323,125;8812,650;-362,650;0,000;8396,988;-926,100;412,163
2020-03-14;7;16850,050;9091,613;-400,838;0,000;8270,588;-633,225;524,313
2020-03-14;8;17837,113;9437,750;-338,613;0,000;7934,625;395,163;415,063
2020-03-14;9;18762,700;9888,963;-367,313;0,000;7774,050;763,763;719,988
2020-03-14;10;19390,900;9835,625;-267,050;0,000;7924,150;921,450;1100,025
2020-03-14;11;19484,975;9313,350;54,625;0,000;7980,150;1189,563;1102,388
2020-03-14;12;19548,388;8969,088;174,988;0,000;7813,038;1450,200;1321,700
2020-03-14;13;19404,750;8921,688;406,225;0,000;7688,513;1459,525;1340,788
2020-03-14;14;19258,513;8857,938;406,463;5,225;7578,363;1482,250;1351,050
2020-03-14;15;18670,600;8512,513;20,175;48,450;7431,650;1384,088;1349,313
2020-03-14;16;18552,700;8438,463;-6,488;107,413;7253,400;1518,725;1350,750
2020-03-14;17;18587,388;8787,813;64,675;158,588;6970,650;1485,775;1350,213
2020-03-14;18;19124,925;9796,338;416,125;217,662;6520,988;1479,075;1327,800
